Full_Name,Age,Gender,Marital_Status,Number_of_Dependents,Employment_Type,Employment_Experience,Monthly_Income,Annual_Income,Credit_Score,Loan_Amount,Loan_Purpose,Loan_Term,Interest_Rate,Existing_Loans,Loan_Default
Applicant_1156,58,Male,Married,2,Salaried,19,96500.0,1158000.0,439,250000,Education,240,16.0,0,0
Applicant_1157,24,Other,Married,2,Self-Employed,3,5000.0,60000.0,522,1000000,Vehicle,120,15.47,0,1
Applicant_1158,21,Female,Married,0,Freelancer,0,42400.0,508800.0,616,150000,Personal,48,9.7,2,1
Applicant_1159,28,Female,Married,1,Salaried,8,54900.0,658800.0,652,750000,Vehicle,36,13.56,0,1
Applicant_1160,49,Female,Married,2,Salaried,18,65400.0,784800.0,644,50000,Home,48,10.67,1,0
Applicant_1161,59,Male,Married,3,Self-Employed,32,83900.0,1006800.0,738,150000,Personal,48,15.35,3,0
Applicant_1162,23,Female,Single,1,Salaried,0,25800.0,309600.0,697,100000,Personal,120,14.46,0,0
Applicant_1163,52,Male,Married,0,Unemployed,0,5000.0,60000.0,719,100000,Vehicle,48,7.54,0,1
Applicant_1164,30,Female,Single,2,Salaried,3,29100.0,349200.0,511,150000,Education,240,16.21,1,0
Applicant_1165,30,Male,Single,0,Freelancer,3,10700.0,128400.0,664,1000000,Education,60,8.56,2,1
Applicant_1166,39,Female,Divorced,2,Self-Employed,15,49400.0,592800.0,619,400000,Vehicle,48,8.5,4,1
Applicant_1167,54,Male,Married,2,Salaried,15,74900.0,898800.0,796,300000,Home,120,14.94,2,0
Applicant_1168,53,Male,Married,1,Salaried,25,90800.0,1089600.0,667,750000,Personal,60,8.61,4,0
Applicant_1169,43,Female,Married,3,Salaried,5,58300.0,699600.0,583,1000000,Personal,240,7.91,0,1
Applicant_1170,48,Female,Divorced,1,Salaried,4,47000.0,564000.0,735,1000000,Home,12,10.36,1,1
Applicant_1171,52,Female,Married,2,Salaried,21,62400.0,748800.0,706,150000,Education,36,16.15,3,0
Applicant_1172,27,Male,Married,0,Self-Employed,9,60400.0,724800.0,567,250000,Business,240,8.53,3,0
Applicant_1173,49,Male,Single,1,Self-Employed,6,31900.0,382800.0,615,750000,Education,48,10.4,2,1
Applicant_1174,28,Female,Single,3,Self-Employed,6,56700.0,680400.0,616,150000,Education,60,9.79,1,0
Applicant_1175,21,Female,Married,0,Salaried,1,24500.0,294000.0,772,500000,Business,48,10.59,0,1
Applicant_1176,23,Female,Married,1,Self-Employed,5,34700.0,416400.0,670,750000,Vehicle,48,14.71,0,1
Applicant_1177,44,Female,Married,1,Salaried,9,52600.0,631200.0,722,400000,Business,120,11.16,0,0
Applicant_1178,43,Female,Married,0,Unemployed,0,15100.0,181200.0,600,300000,Business,48,15.24,0,1
Applicant_1179,28,Female,Divorced,0,Unemployed,0,7600.0,91200.0,683,300000,Vehicle,24,13.86,3,1
Applicant_1180,57,Female,Married,0,Freelancer,14,53300.0,639600.0,780,300000,Business,36,10.65,0,0
Applicant_1181,23,Female,Married,4,Self-Employed,5,73300.0,879600.0,613,250000,Vehicle,36,11.47,1,0
Applicant_1182,53,Female,Single,2,Salaried,23,58400.0,700800.0,661,400000,Business,60,14.59,5,0
Applicant_1183,48,Female,Single,1,Salaried,1,26400.0,316800.0,513,400000,Personal,12,12.65,1,1
Applicant_1184,28,Female,Single,2,Freelancer,7,22800.0,273600.0,573,400000,Personal,12,16.49,0,1
Applicant_1185,54,Female,Married,0,Salaried,14,41400.0,496800.0,616,150000,Vehicle,12,17.23,2,0
Applicant_1186,55,Male,Single,1,Self-Employed,20,64200.0,770400.0,543,300000,Personal,48,14.75,3,0
Applicant_1187,52,Male,Married,0,Freelancer,17,69300.0,831600.0,782,750000,Business,120,17.88,0,0
Applicant_1188,44,Other,Married,0,Self-Employed,4,34100.0,409200.0,566,750000,Home,60,13.36,3,1
Applicant_1189,34,Female,Single,3,Salaried,3,41000.0,492000.0,728,200000,Vehicle,180,6.96,0,0
Applicant_1190,52,Female,Single,0,Salaried,9,32200.0,386400.0,668,750000,Personal,48,12.31,2,1
Applicant_1191,63,Female,Married,3,Salaried,22,72100.0,865200.0,653,100000,Home,120,9.15,0,0
Applicant_1192,36,Female,Married,1,Self-Employed,12,52100.0,625200.0,798,500000,Business,24,10.34,1,0
Applicant_1193,24,Male,Married,0,Self-Employed,4,52600.0,631200.0,423,100000,Education,60,12.14,1,0
Applicant_1194,57,Female,Married,2,Unemployed,0,5000.0,60000.0,630,250000,Home,60,9.89,2,1
Applicant_1195,41,Female,Married,2,Self-Employed,9,46200.0,554400.0,541,300000,Education,120,10.06,2,1
Applicant_1196,34,Male,Married,1,Salaried,5,66300.0,795600.0,453,100000,Home,180,11.12,3,0
Applicant_1197,51,Male,Married,0,Salaried,12,57300.0,687600.0,530,750000,Home,60,9.79,0,1
Applicant_1198,38,Male,Divorced,0,Self-Employed,20,43300.0,519600.0,651,300000,Personal,120,8.45,2,0
Applicant_1199,27,Male,Single,4,Unemployed,0,24200.0,290400.0,577,500000,Vehicle,240,15.3,0,1
Applicant_1200,30,Male,Married,1,Salaried,10,71000.0,852000.0,739,200000,Personal,24,11.04,1,0
Applicant_1201,27,Male,Married,0,Freelancer,5,48000.0,576000.0,628,150000,Personal,60,16.07,1,0
Applicant_1202,53,Male,Single,3,Salaried,14,41800.0,501600.0,617,200000,Business,240,16.65,0,0
Applicant_1203,43,Male,Single,0,Salaried,1,64700.0,776400.0,617,50000,Education,180,15.14,0,0
Applicant_1204,41,Male,Married,0,Unemployed,0,5000.0,60000.0,640,50000,Personal,120,11.06,3,1
Applicant_1205,39,Female,Single,0,Salaried,14,60400.0,724800.0,608,500000,Education,120,14.8,0,0
Applicant_1206,39,Female,Single,2,Self-Employed,18,60500.0,726000.0,564,50000,Personal,24,8.29,1,0
Applicant_1207,56,Female,Divorced,0,Salaried,16,86200.0,1034400.0,748,250000,Home,240,14.1,2,0
Applicant_1208,49,Male,Married,1,Freelancer,19,60300.0,723600.0,587,1000000,Vehicle,12,11.17,0,1
Applicant_1209,38,Male,Married,3,Freelancer,17,66200.0,794400.0,611,750000,Home,120,14.04,0,0
Applicant_1210,22,Male,Married,0,Freelancer,4,34100.0,409200.0,692,150000,Personal,240,15.18,1,0
Applicant_1211,21,Male,Divorced,1,Salaried,2,42600.0,511200.0,681,1000000,Education,120,12.97,0,1
Applicant_1212,25,Male,Married,1,Salaried,0,25800.0,309600.0,560,100000,Personal,60,13.89,4,1
Applicant_1213,40,Male,Single,2,Self-Employed,21,104200.0,1250400.0,725,250000,Personal,48,8.96,4,0
Applicant_1214,31,Male,Married,3,Salaried,8,34000.0,408000.0,703,100000,Education,36,13.32,1,0
Applicant_1215,62,Female,Married,1,Self-Employed,11,63200.0,758400.0,667,1000000,Education,24,11.8,0,0
Applicant_1216,22,Male,Married,0,Self-Employed,1,42600.0,511200.0,606,50000,Home,12,11.42,1,0
Applicant_1217,23,Male,Married,1,Salaried,4,65300.0,783600.0,609,750000,Business,180,11.22,0,0
Applicant_1218,43,Female,Married,0,Self-Employed,13,81800.0,981600.0,629,1000000,Home,12,10.08,1,0
Applicant_1219,32,Male,Divorced,2,Freelancer,7,36900.0,442800.0,526,750000,Business,36,10.01,0,1
Applicant_1220,40,Male,Single,0,Unemployed,0,13000.0,156000.0,646,50000,Personal,60,14.55,2,1
Applicant_1221,25,Female,Divorced,0,Salaried,7,80500.0,966000.0,739,200000,Home,180,12.91,0,0
Applicant_1222,57,Female,Divorced,1,Salaried,25,89000.0,1068000.0,737,250000,Home,48,6.84,1,0
Applicant_1223,58,Female,Married,0,Salaried,31,86000.0,1032000.0,611,100000,Vehicle,36,7.06,0,0
Applicant_1224,50,Male,Married,2,Salaried,27,88200.0,1058400.0,756,750000,Personal,60,13.06,1,0
Applicant_1225,29,Male,Married,0,Salaried,5,30400.0,364800.0,840,750000,Home,120,16.23,0,1
Applicant_1226,54,Male,Single,4,Unemployed,0,10600.0,127200.0,618,750000,Business,180,7.01,4,1
Applicant_1227,64,Male,Single,0,Salaried,8,72000.0,864000.0,719,500000,Business,60,12.33,1,0
Applicant_1228,55,Female,Married,4,Salaried,2,42200.0,506400.0,423,300000,Education,24,16.29,0,1
Applicant_1229,42,Female,Married,1,Salaried,24,63700.0,764400.0,524,50000,Personal,48,6.55,1,0
Applicant_1230,64,Male,Single,2,Salaried,38,131300.0,1575600.0,659,1000000,Education,48,9.67,0,0
Applicant_1231,44,Female,Single,0,Salaried,11,35400.0,424800.0,549,250000,Home,24,17.08,1,0
Applicant_1232,37,Male,Divorced,2,Self-Employed,2,15800.0,189600.0,853,500000,Education,60,7.44,0,1
Applicant_1233,30,Female,Married,1,Salaried,8,53300.0,639600.0,709,200000,Business,60,13.48,1,0
Applicant_1234,50,Male,Divorced,1,Salaried,22,87800.0,1053600.0,746,500000,Personal,180,12.33,1,0
Applicant_1235,43,Male,Single,2,Salaried,22,90300.0,1083600.0,647,300000,Personal,48,8.24,3,0
Applicant_1236,52,Male,Married,2,Self-Employed,17,68000.0,816000.0,549,50000,Education,48,6.99,1,0
Applicant_1237,37,Female,Single,2,Salaried,10,86400.0,1036800.0,598,50000,Personal,48,12.28,3,0
Applicant_1238,37,Female,Married,0,Salaried,3,47000.0,564000.0,675,150000,Education,48,14.95,4,0
Applicant_1239,34,Male,Married,0,Unemployed,0,20500.0,246000.0,586,50000,Personal,60,8.54,5,1
Applicant_1240,29,Male,Single,2,Salaried,9,69800.0,837600.0,717,200000,Home,48,14.45,0,0
Applicant_1241,60,Male,Married,0,Self-Employed,7,29600.0,355200.0,721,150000,Business,120,12.78,3,0
Applicant_1242,22,Male,Married,0,Freelancer,3,28500.0,342000.0,650,400000,Home,60,10.62,1,1
Applicant_1243,45,Female,Married,0,Salaried,17,105800.0,1269600.0,467,750000,Personal,24,14.14,1,0
Applicant_1244,59,Male,Married,0,Freelancer,12,41400.0,496800.0,821,400000,Personal,120,8.71,3,0
Applicant_1245,29,Male,Single,1,Unemployed,0,5000.0,60000.0,628,250000,Business,12,11.75,0,1
Applicant_1246,42,Female,Married,2,Salaried,3,48600.0,583200.0,900,50000,Business,24,12.82,1,0
Applicant_1247,63,Male,Divorced,3,Freelancer,39,96000.0,1152000.0,715,250000,Home,24,11.77,2,0
Applicant_1248,24,Female,Married,1,Salaried,6,40100.0,481200.0,629,50000,Personal,36,11.07,0,0
Applicant_1249,46,Female,Divorced,4,Salaried,11,54800.0,657600.0,694,300000,Home,240,15.02,3,0
Applicant_1250,49,Male,Married,2,Freelancer,31,108500.0,1302000.0,448,500000,Home,24,14.05,1,0
Applicant_1251,54,Female,Married,3,Unemployed,0,5000.0,60000.0,752,400000,Vehicle,180,13.85,2,1
Applicant_1252,43,Female,Married,3,Self-Employed,18,51100.0,613200.0,900,50000,Home,36,16.76,4,0
Applicant_1253,57,Male,Single,2,Salaried,11,39300.0,471600.0,441,500000,Home,240,17.93,2,1
Applicant_1254,31,Male,Married,1,Self-Employed,5,78100.0,937200.0,621,750000,Home,36,13.02,4,1
Applicant_1255,26,Male,Married,0,Self-Employed,1,33600.0,403200.0,639,1000000,Personal,36,10.51,0,1
Applicant_1256,38,Female,Single,0,Salaried,7,60500.0,726000.0,737,100000,Vehicle,120,15.46,1,0
Applicant_1257,41,Female,Single,4,Unemployed,0,5000.0,60000.0,860,50000,Education,240,8.13,2,1
Applicant_1258,62,Female,Married,4,Salaried,27,98800.0,1185600.0,688,300000,Personal,240,12.4,2,0
Applicant_1259,56,Other,Single,2,Salaried,12,85900.0,1030800.0,864,200000,Personal,24,12.53,0,0
Applicant_1260,61,Female,Single,3,Salaried,32,94200.0,1130400.0,667,400000,Education,12,17.81,2,0
Applicant_1261,58,Female,Married,3,Salaried,2,50900.0,610800.0,695,150000,Personal,180,17.9,0,0
Applicant_1262,54,Male,Single,1,Self-Employed,33,79900.0,958800.0,682,150000,Personal,120,15.69,0,0
Applicant_1263,37,Male,Divorced,2,Salaried,19,108300.0,1299600.0,772,500000,Education,36,11.94,1,0
Applicant_1264,57,Male,Married,1,Freelancer,27,83000.0,996000.0,607,400000,Vehicle,240,12.79,2,0
Applicant_1265,45,Female,Married,1,Salaried,27,87800.0,1053600.0,731,250000,Home,240,10.18,5,0
Applicant_1266,58,Male,Divorced,0,Salaried,7,49500.0,594000.0,526,150000,Home,180,16.04,2,0
Applicant_1267,32,Male,Married,1,Self-Employed,2,31300.0,375600.0,621,50000,Vehicle,48,15.09,2,0
Applicant_1268,43,Male,Married,2,Salaried,24,81100.0,973200.0,586,150000,Business,48,15.37,0,0
Applicant_1269,62,Male,Married,1,Self-Employed,29,56300.0,675600.0,658,750000,Business,60,8.09,0,0
Applicant_1270,42,Female,Married,3,Freelancer,14,51500.0,618000.0,618,50000,Personal,48,11.08,2,0
Applicant_1271,41,Male,Single,1,Self-Employed,1,34900.0,418800.0,763,250000,Personal,48,12.68,0,0
Applicant_1272,47,Female,Married,0,Self-Employed,24,90300.0,1083600.0,562,200000,Personal,36,7.93,2,0
Applicant_1273,51,Male,Married,3,Freelancer,16,49200.0,590400.0,476,300000,Home,120,10.74,0,0
Applicant_1274,26,Female,Married,2,Unemployed,0,5000.0,60000.0,514,100000,Business,240,7.51,1,1
Applicant_1275,47,Male,Divorced,0,Salaried,26,91900.0,1102800.0,749,200000,Personal,240,17.53,3,0
Applicant_1276,60,Male,Married,1,Self-Employed,23,56800.0,681600.0,553,750000,Vehicle,24,15.14,3,1
Applicant_1277,54,Female,Married,1,Salaried,27,96200.0,1154400.0,689,250000,Personal,120,13.64,1,0
Applicant_1278,32,Male,Married,4,Salaried,0,12100.0,145200.0,620,500000,Home,120,8.86,0,1
Applicant_1279,27,Male,Single,2,Salaried,3,62800.0,753600.0,732,100000,Personal,180,10.34,5,0
Applicant_1280,30,Male,Married,0,Unemployed,0,15300.0,183600.0,626,750000,Home,48,8.16,3,1
Applicant_1281,37,Male,Married,1,Self-Employed,18,57100.0,685200.0,900,400000,Business,240,12.67,3,0
Applicant_1282,46,Male,Married,3,Salaried,6,61900.0,742800.0,839,400000,Personal,24,15.94,0,0
Applicant_1283,41,Male,Single,2,Salaried,22,85700.0,1028400.0,618,100000,Education,12,6.72,1,0
Applicant_1284,48,Female,Single,3,Unemployed,0,5000.0,60000.0,604,500000,Vehicle,180,7.69,0,1
Applicant_1285,22,Female,Single,0,Salaried,1,11700.0,140400.0,900,750000,Vehicle,120,9.14,0,1
Applicant_1286,63,Male,Married,3,Salaried,13,70700.0,848400.0,542,1000000,Vehicle,120,14.71,0,1
Applicant_1287,21,Other,Married,2,Freelancer,1,15100.0,181200.0,644,250000,Home,48,16.78,1,1
Applicant_1288,56,Male,Divorced,2,Self-Employed,27,105400.0,1264800.0,652,150000,Business,12,15.16,5,0
Applicant_1289,46,Female,Married,1,Salaried,23,86200.0,1034400.0,649,150000,Vehicle,180,12.54,1,0
Applicant_1290,49,Female,Married,3,Salaried,6,41500.0,498000.0,476,300000,Personal,12,7.71,2,1
Applicant_1291,41,Female,Married,2,Unemployed,0,32000.0,384000.0,699,50000,Home,60,15.18,4,1
Applicant_1292,31,Male,Married,3,Unemployed,0,13600.0,163200.0,552,1000000,Business,240,7.71,0,1
Applicant_1293,60,Male,Married,1,Salaried,35,55200.0,662400.0,793,750000,Vehicle,24,10.5,0,0
Applicant_1294,31,Male,Married,0,Salaried,6,44700.0,536400.0,504,300000,Business,24,10.04,0,0
Applicant_1295,56,Male,Single,1,Salaried,14,47200.0,566400.0,655,750000,Education,60,10.63,4,1
Applicant_1296,59,Male,Married,1,Self-Employed,2,27000.0,324000.0,428,150000,Home,180,10.29,2,1
Applicant_1297,60,Male,Married,1,Self-Employed,1,34800.0,417600.0,434,1000000,Personal,36,15.35,1,1
Applicant_1298,55,Male,Married,1,Salaried,6,57300.0,687600.0,566,150000,Personal,240,8.47,3,1
Applicant_1299,54,Male,Divorced,1,Freelancer,15,58900.0,706800.0,580,1000000,Personal,180,16.23,0,1
Applicant_1300,44,Female,Married,3,Self-Employed,20,91200.0,1094400.0,796,400000,Home,240,16.37,0,0
Applicant_1301,42,Female,Single,0,Self-Employed,8,60500.0,726000.0,645,400000,Home,60,12.15,2,0
Applicant_1302,25,Female,Married,1,Unemployed,0,13600.0,163200.0,779,200000,Education,180,7.72,3,1
Applicant_1303,53,Male,Married,3,Salaried,11,65000.0,780000.0,612,500000,Education,120,13.12,0,0
Applicant_1304,56,Female,Single,2,Salaried,28,115300.0,1383600.0,710,100000,Personal,60,15.94,0,0
Applicant_1305,40,Female,Single,2,Self-Employed,0,30300.0,363600.0,577,50000,Education,240,9.83,1,0
Applicant_1306,39,Male,Married,1,Freelancer,13,46600.0,559200.0,570,50000,Personal,60,16.13,0,0
Applicant_1307,55,Male,Divorced,1,Salaried,17,45400.0,544800.0,467,100000,Business,12,14.28,2,0
Applicant_1308,63,Female,Married,0,Freelancer,4,48800.0,585600.0,683,300000,Home,240,17.85,2,1
Applicant_1309,37,Male,Divorced,1,Salaried,14,66800.0,801600.0,676,500000,Vehicle,180,15.98,1,0
Applicant_1310,63,Male,Married,4,Salaried,6,96000.0,1152000.0,727,150000,Business,180,8.82,4,0
Applicant_1311,54,Male,Single,2,Salaried,24,81900.0,982800.0,671,300000,Personal,24,11.66,2,0
Applicant_1312,29,Male,Married,0,Unemployed,0,6300.0,75600.0,852,500000,Vehicle,36,7.69,0,1
Applicant_1313,46,Female,Married,2,Self-Employed,13,69200.0,830400.0,667,750000,Education,48,7.3,1,0
Applicant_1314,22,Female,Single,1,Salaried,3,29500.0,354000.0,749,500000,Personal,48,14.62,1,0
Applicant_1315,29,Male,Married,0,Unemployed,0,10400.0,124800.0,617,400000,Home,48,17.0,3,1
Applicant_1316,29,Male,Married,3,Self-Employed,7,49500.0,594000.0,559,200000,Personal,36,17.7,2,0
Applicant_1317,60,Female,Single,0,Freelancer,35,90400.0,1084800.0,721,150000,Personal,48,9.61,1,0
Applicant_1318,37,Female,Divorced,4,Salaried,2,61600.0,739200.0,641,400000,Personal,36,8.82,3,0
Applicant_1319,21,Male,Married,1,Salaried,3,32400.0,388800.0,733,50000,Home,48,12.94,1,0
Applicant_1320,45,Female,Divorced,2,Self-Employed,17,73100.0,877200.0,685,400000,Home,48,8.81,3,0
Applicant_1321,63,Male,Single,1,Freelancer,23,92800.0,1113600.0,570,300000,Personal,36,9.9,0,0
Applicant_1322,60,Male,Divorced,0,Self-Employed,14,52400.0,628800.0,757,150000,Home,24,16.13,0,0
Applicant_1323,62,Female,Married,2,Self-Employed,10,50500.0,606000.0,562,150000,Business,120,15.82,3,0
Applicant_1324,45,Male,Single,4,Freelancer,23,106200.0,1274400.0,712,100000,Personal,120,16.79,0,0
Applicant_1325,59,Female,Married,2,Salaried,10,67100.0,805200.0,778,50000,Education,36,12.05,2,0
Applicant_1326,55,Female,Married,2,Self-Employed,16,59400.0,712800.0,611,250000,Home,240,12.99,2,0
Applicant_1327,23,Female,Married,4,Salaried,4,60000.0,720000.0,765,400000,Home,36,15.36,2,0
Applicant_1328,57,Male,Married,0,Salaried,5,41500.0,498000.0,689,400000,Personal,60,9.25,3,1
Applicant_1329,64,Male,Single,0,Salaried,20,56500.0,678000.0,735,300000,Vehicle,12,15.97,1,0
Applicant_1330,64,Male,Married,0,Freelancer,7,59600.0,715200.0,566,1000000,Education,180,6.7,4,1
Applicant_1331,50,Male,Married,2,Freelancer,14,36500.0,438000.0,671,300000,Business,12,15.67,2,0
Applicant_1332,58,Female,Married,3,Salaried,31,138800.0,1665600.0,509,400000,Vehicle,24,15.42,1,0
Applicant_1333,54,Female,Married,2,Salaried,9,50700.0,608400.0,821,500000,Home,24,9.97,1,0
Applicant_1334,32,Female,Divorced,3,Salaried,11,94000.0,1128000.0,448,250000,Vehicle,24,14.87,4,1
Applicant_1335,39,Female,Married,2,Unemployed,0,5000.0,60000.0,614,50000,Personal,12,8.96,0,1
Applicant_1336,57,Female,Married,1,Self-Employed,14,78400.0,940800.0,556,400000,Vehicle,24,13.13,2,1
Applicant_1337,64,Male,Divorced,0,Unemployed,0,12500.0,150000.0,717,100000,Personal,120,14.56,0,1
Applicant_1338,37,Male,Married,4,Freelancer,11,59600.0,715200.0,842,250000,Home,24,14.72,0,0
Applicant_1339,30,Female,Single,0,Salaried,10,74500.0,894000.0,715,400000,Vehicle,180,17.8,5,1
Applicant_1340,32,Male,Single,1,Salaried,1,34500.0,414000.0,900,400000,Home,240,8.59,0,0
Applicant_1341,36,Male,Married,1,Self-Employed,4,23400.0,280800.0,512,750000,Vehicle,240,12.03,2,1
Applicant_1342,44,Male,Single,0,Salaried,11,61200.0,734400.0,519,250000,Home,36,16.62,1,1
Applicant_1343,39,Female,Married,2,Salaried,4,51300.0,615600.0,560,300000,Personal,120,12.96,3,1
Applicant_1344,28,Male,Single,0,Salaried,5,42900.0,514800.0,662,1000000,Personal,120,16.58,3,1
Applicant_1345,51,Female,Single,3,Self-Employed,28,95200.0,1142400.0,547,300000,Vehicle,36,11.49,0,0
Applicant_1346,41,Female,Married,1,Self-Employed,9,57900.0,694800.0,574,50000,Home,180,15.65,1,0
Applicant_1347,37,Male,Divorced,2,Salaried,13,52300.0,627600.0,712,1000000,Personal,12,16.51,0,1
Applicant_1348,43,Male,Married,2,Self-Employed,15,70900.0,850800.0,526,400000,Personal,36,16.23,1,0
Applicant_1349,57,Male,Divorced,2,Salaried,36,108000.0,1296000.0,536,1000000,Vehicle,24,16.52,2,0
Applicant_1350,36,Female,Divorced,3,Freelancer,10,34500.0,414000.0,610,400000,Education,36,9.02,0,0
Applicant_1351,26,Female,Single,0,Self-Employed,2,50800.0,609600.0,619,200000,Education,120,11.55,3,0
Applicant_1352,28,Female,Single,0,Salaried,9,46300.0,555600.0,751,200000,Personal,60,8.51,0,0
Applicant_1353,45,Female,Married,0,Self-Employed,7,42100.0,505200.0,559,300000,Education,36,8.58,0,0
Applicant_1354,38,Male,Married,3,Self-Employed,18,72100.0,865200.0,577,150000,Business,12,12.11,0,0
Applicant_1355,45,Male,Married,4,Salaried,19,98600.0,1183200.0,708,1000000,Home,24,17.54,0,0
Applicant_1356,32,Female,Divorced,1,Salaried,5,52900.0,634800.0,730,300000,Business,120,13.31,1,0
Applicant_1357,35,Male,Single,2,Unemployed,0,12900.0,154800.0,792,200000,Personal,120,16.32,0,1
Applicant_1358,46,Male,Single,0,Salaried,17,69500.0,834000.0,696,1000000,Home,24,17.28,5,1
Applicant_1359,61,Male,Married,0,Self-Employed,29,91800.0,1101600.0,663,500000,Personal,12,7.5,5,0
Applicant_1360,46,Male,Married,2,Freelancer,22,68300.0,819600.0,707,250000,Business,36,8.36,1,0
Applicant_1361,52,Male,Single,0,Salaried,11,66400.0,796800.0,623,500000,Personal,180,9.84,2,0
Applicant_1362,30,Male,Married,1,Salaried,9,53600.0,643200.0,622,750000,Home,24,13.59,4,1
Applicant_1363,36,Male,Single,2,Freelancer,12,69100.0,829200.0,472,200000,Home,24,7.21,3,0
Applicant_1364,27,Male,Married,2,Salaried,4,42400.0,508800.0,739,50000,Business,60,15.55,0,0
Applicant_1365,37,Female,Married,1,Self-Employed,17,43400.0,520800.0,671,1000000,Education,12,7.23,3,1
Applicant_1366,43,Female,Married,2,Self-Employed,14,104100.0,1249200.0,727,400000,Vehicle,120,8.32,0,0
Applicant_1367,46,Male,Married,1,Freelancer,14,48100.0,577200.0,368,400000,Personal,120,10.89,1,1
Applicant_1368,41,Female,Married,0,Unemployed,0,24700.0,296400.0,645,250000,Personal,180,12.91,1,1
Applicant_1369,42,Male,Married,2,Freelancer,11,68100.0,817200.0,564,250000,Personal,36,16.64,2,1
Applicant_1370,27,Male,Single,0,Self-Employed,9,67200.0,806400.0,800,50000,Personal,36,17.58,0,0
Applicant_1371,34,Female,Single,0,Freelancer,8,38000.0,456000.0,711,150000,Vehicle,24,16.67,0,0
Applicant_1372,35,Female,Single,1,Unemployed,0,9300.0,111600.0,673,50000,Personal,48,7.73,3,1
Applicant_1373,27,Female,Married,3,Unemployed,0,5000.0,60000.0,606,400000,Home,60,13.76,3,1
Applicant_1374,29,Male,Divorced,0,Freelancer,2,58900.0,706800.0,689,250000,Personal,60,11.58,1,0
Applicant_1375,28,Male,Married,0,Salaried,6,39200.0,470400.0,557,200000,Personal,60,7.95,2,0
Applicant_1376,43,Female,Married,0,Self-Employed,4,39200.0,470400.0,640,400000,Business,120,12.88,2,1
Applicant_1377,49,Male,Single,1,Salaried,25,91500.0,1098000.0,592,750000,Vehicle,24,10.6,1,0
Applicant_1378,38,Male,Married,2,Salaried,20,78400.0,940800.0,876,300000,Personal,12,10.48,0,0
Applicant_1379,51,Female,Married,0,Salaried,9,48100.0,577200.0,796,750000,Education,12,7.59,1,0
Applicant_1380,50,Female,Married,3,Unemployed,0,25900.0,310800.0,756,300000,Personal,60,17.76,5,1
Applicant_1381,59,Female,Single,2,Salaried,21,96300.0,1155600.0,500,1000000,Vehicle,120,14.85,3,1
Applicant_1382,55,Male,Married,2,Self-Employed,22,83800.0,1005600.0,736,750000,Vehicle,240,9.72,1,0
Applicant_1383,38,Female,Married,1,Self-Employed,10,49000.0,588000.0,668,300000,Vehicle,240,17.05,0,0
Applicant_1384,62,Male,Married,1,Salaried,27,110000.0,1320000.0,772,750000,Home,48,17.4,4,0
Applicant_1385,59,Male,Married,1,Self-Employed,30,88000.0,1056000.0,682,150000,Personal,180,15.82,2,0
Applicant_1386,37,Female,Divorced,1,Self-Employed,7,72600.0,871200.0,649,250000,Education,180,14.08,1,0
Applicant_1387,34,Male,Single,0,Freelancer,6,38700.0,464400.0,673,250000,Education,120,10.83,0,0
Applicant_1388,51,Male,Single,2,Salaried,27,112400.0,1348800.0,469,1000000,Home,48,11.49,3,0
Applicant_1389,44,Female,Single,1,Salaried,15,68300.0,819600.0,573,500000,Home,240,11.73,1,0
Applicant_1390,55,Male,Single,0,Self-Employed,30,96100.0,1153200.0,687,400000,Education,36,17.41,2,0
Applicant_1391,64,Male,Married,0,Salaried,40,138400.0,1660800.0,763,100000,Education,48,15.24,2,0
Applicant_1392,54,Male,Married,0,Salaried,15,102900.0,1234800.0,594,100000,Education,60,9.86,2,0
Applicant_1393,23,Male,Married,3,Salaried,4,71400.0,856800.0,645,400000,Home,36,13.68,1,1
Applicant_1394,57,Male,Single,0,Self-Employed,34,116200.0,1394400.0,489,1000000,Business,60,13.33,2,0
Applicant_1395,63,Female,Divorced,3,Salaried,24,96800.0,1161600.0,795,1000000,Education,240,15.84,0,0
Applicant_1396,60,Female,Single,2,Self-Employed,12,51400.0,616800.0,761,200000,Business,120,7.6,2,0
Applicant_1397,46,Male,Single,3,Unemployed,0,9400.0,112800.0,715,300000,Education,240,14.56,0,1
Applicant_1398,43,Female,Married,1,Freelancer,7,25300.0,303600.0,690,750000,Business,120,10.31,1,1
Applicant_1399,64,Male,Married,4,Salaried,16,77600.0,931200.0,805,1000000,Home,12,7.99,1,0
Applicant_1400,59,Male,Married,0,Self-Employed,36,113600.0,1363200.0,569,200000,Home,60,14.92,2,0
Applicant_1401,35,Female,Single,2,Salaried,5,20600.0,247200.0,558,400000,Personal,240,10.31,2,1
Applicant_1402,24,Male,Married,0,Salaried,6,52600.0,631200.0,756,750000,Vehicle,36,14.9,2,1
Applicant_1403,49,Other,Single,1,Salaried,28,102200.0,1226400.0,749,50000,Home,60,8.37,0,0
Applicant_1404,42,Male,Single,2,Salaried,1,40700.0,488400.0,530,1000000,Home,24,17.84,1,1
Applicant_1405,45,Female,Married,2,Self-Employed,21,82400.0,988800.0,596,100000,Vehicle,120,15.74,0,0
Applicant_1406,33,Male,Single,1,Unemployed,0,5000.0,60000.0,818,750000,Home,36,9.83,1,1
